soc_code,vector_type,vector_json
51-9081.00,riasec,"{""ria_A"":0.21714285714285714,""ria_C"":0.5885714285714286,""ria_E"":0.14285714285714285,""ria_I"":0.6371428571428571,""ria_R"":0.9442857142857143,""ria_S"":0.3814285714285714}"
51-9082.00,riasec,"{""ria_A"":0.22571428571428573,""ria_C"":0.5228571428571429,""ria_E"":0.14285714285714285,""ria_I"":0.5657142857142857,""ria_R"":1,""ria_S"":0.4571428571428572}"
51-9083.00,riasec,"{""ria_A"":0.24285714285714285,""ria_C"":0.59,""ria_E"":0.19571428571428573,""ria_I"":0.41000000000000003,""ria_R"":0.91,""ria_S"":0.2714285714285714}"
51-9111.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7014285714285714,""ria_E"":0.26285714285714284,""ria_I"":0.19571428571428573,""ria_R"":0.9471428571428572,""ria_S"":0.1457142857142857}"
51-9123.00,riasec,"{""ria_A"":0.48857142857142855,""ria_C"":0.4857142857142857,""ria_E"":0.14285714285714285,""ria_I"":0.19142857142857145,""ria_R"":0.99,""ria_S"":0.22428571428571428}"
51-9124.00,riasec,"{""ria_A"":0.30142857142857143,""ria_C"":0.52,""ria_E"":0.15,""ria_I"":0.21285714285714286,""ria_R"":0.9971428571428572,""ria_S"":0.1757142857142857}"
51-9141.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7357142857142858,""ria_E"":0.20857142857142857,""ria_I"":0.43857142857142856,""ria_R"":0.9142857142857144,""ria_S"":0.15857142857142859}"
51-9151.00,riasec,"{""ria_A"":0.41714285714285715,""ria_C"":0.7414285714285714,""ria_E"":0.15857142857142859,""ria_I"":0.30428571428571427,""ria_R"":0.7842857142857144,""ria_S"":0.15857142857142859}"
51-9161.00,riasec,"{""ria_A"":0.16999999999999998,""ria_C"":0.7699999999999999,""ria_E"":0.19571428571428573,""ria_I"":0.4114285714285714,""ria_R"":0.92,""ria_S"":0.14285714285714285}"
51-9162.00,riasec,"{""ria_A"":0.21857142857142858,""ria_C"":0.8457142857142858,""ria_E"":0.24,""ria_I"":0.5171428571428571,""ria_R"":0.6971428571428572,""ria_S"":0.20714285714285713}"
51-9191.00,riasec,"{""ria_A"":0.1542857142857143,""ria_C"":0.6271428571428571,""ria_E"":0.15857142857142859,""ria_I"":0.2942857142857143,""ria_R"":0.9271428571428572,""ria_S"":0.14285714285714285}"
51-9192.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.63,""ria_E"":0.14285714285714285,""ria_I"":0.24,""ria_R"":1,""ria_S"":0.14285714285714285}"
51-9193.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6128571428571429,""ria_E"":0.16,""ria_I"":0.3314285714285714,""ria_R"":0.9985714285714286,""ria_S"":0.20142857142857143}"
51-9194.00,riasec,"{""ria_A"":0.5357142857142857,""ria_C"":0.49142857142857144,""ria_E"":0.14285714285714285,""ria_I"":0.35000000000000003,""ria_R"":0.9314285714285714,""ria_S"":0.19714285714285712}"
51-9195.00,riasec,"{""ria_A"":0.3057142857142857,""ria_C"":0.6128571428571429,""ria_E"":0.14285714285714285,""ria_I"":0.32142857142857145,""ria_R"":0.9485714285714285,""ria_S"":0.1442857142857143}"
51-9195.03,riasec,"{""ria_A"":0.5471428571428572,""ria_C"":0.5357142857142857,""ria_E"":0.14285714285714285,""ria_I"":0.26857142857142857,""ria_R"":1,""ria_S"":0.1757142857142857}"
51-9195.04,riasec,"{""ria_A"":0.20857142857142857,""ria_C"":0.7314285714285714,""ria_E"":0.21142857142857144,""ria_I"":0.35714285714285715,""ria_R"":0.97,""ria_S"":0.14285714285714285}"
51-9195.05,riasec,"{""ria_A"":0.3085714285714286,""ria_C"":0.5271428571428571,""ria_E"":0.16999999999999998,""ria_I"":0.23428571428571426,""ria_R"":0.9885714285714285,""ria_S"":0.14285714285714285}"
51-9196.00,riasec,"{""ria_A"":0.18,""ria_C"":0.65,""ria_E"":0.20714285714285713,""ria_I"":0.24571428571428572,""ria_R"":0.9328571428571429,""ria_S"":0.14285714285714285}"
51-9197.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.5399999999999999,""ria_E"":0.14285714285714285,""ria_I"":0.3257142857142857,""ria_R"":1,""ria_S"":0.15571428571428572}"
51-9198.00,riasec,"{""ria_A"":0.16285714285714284,""ria_C"":0.6285714285714287,""ria_E"":0.26999999999999996,""ria_I"":0.18571428571428572,""ria_R"":0.9342857142857143,""ria_S"":0.23857142857142857}"
53-1041.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6842857142857143,""ria_E"":0.7671428571428571,""ria_I"":0.31285714285714283,""ria_R"":0.6571428571428571,""ria_S"":0.35285714285714287}"
53-1042.00,riasec,"{""ria_A"":0.15857142857142859,""ria_C"":0.6971428571428572,""ria_E"":0.88,""ria_I"":0.16142857142857142,""ria_R"":0.4828571428571428,""ria_S"":0.5328571428571428}"
53-1042.01,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6528571428571429,""ria_E"":0.6814285714285714,""ria_I"":0.32142857142857145,""ria_R"":0.5714285714285714,""ria_S"":0.48142857142857143}"
53-1043.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6842857142857143,""ria_E"":0.7428571428571429,""ria_I"":0.26142857142857145,""ria_R"":0.6799999999999999,""ria_S"":0.3657142857142857}"
53-1044.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7471428571428572,""ria_E"":0.9314285714285714,""ria_I"":0.15,""ria_R"":0.37142857142857144,""ria_S"":0.5828571428571429}"
53-2011.00,riasec,"{""ria_A"":0.2057142857142857,""ria_C"":0.6714285714285715,""ria_E"":0.5442857142857143,""ria_I"":0.45,""ria_R"":0.6771428571428572,""ria_S"":0.35714285714285715}"
53-2012.00,riasec,"{""ria_A"":0.15714285714285717,""ria_C"":0.6885714285714286,""ria_E"":0.5599999999999999,""ria_I"":0.36428571428571427,""ria_R"":0.6842857142857143,""ria_S"":0.3671428571428571}"
53-2021.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7128571428571429,""ria_E"":0.6128571428571429,""ria_I"":0.35000000000000003,""ria_R"":0.65,""ria_S"":0.3828571428571429}"
53-2022.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7042857142857143,""ria_E"":0.6385714285714286,""ria_I"":0.5057142857142857,""ria_R"":0.6614285714285714,""ria_S"":0.35571428571428576}"
53-2031.00,riasec,"{""ria_A"":0.18142857142857144,""ria_C"":0.63,""ria_E"":0.5185714285714286,""ria_I"":0.2914285714285714,""ria_R"":0.5771428571428572,""ria_S"":0.5985714285714286}"
53-3011.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.51,""ria_E"":0.21857142857142858,""ria_I"":0.35000000000000003,""ria_R"":0.9214285714285715,""ria_S"":0.6757142857142858}"
53-3031.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6671428571428571,""ria_E"":0.5242857142857142,""ria_I"":0.14285714285714285,""ria_R"":0.7628571428571428,""ria_S"":0.34714285714285714}"
53-3032.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.5857142857142856,""ria_E"":0.18571428571428572,""ria_I"":0.2742857142857143,""ria_R"":1,""ria_S"":0.19}"
53-3033.00,riasec,"{""ria_A"":0.1457142857142857,""ria_C"":0.6314285714285715,""ria_E"":0.3,""ria_I"":0.22,""ria_R"":0.9828571428571429,""ria_S"":0.1942857142857143}"
53-3051.00,riasec,"{""ria_A"":0.17285714285714285,""ria_C"":0.6714285714285715,""ria_E"":0.31142857142857144,""ria_I"":0.23,""ria_R"":0.7857142857142857,""ria_S"":0.6357142857142858}"
53-3052.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6714285714285715,""ria_E"":0.4014285714285714,""ria_I"":0.14285714285714285,""ria_R"":0.85,""ria_S"":0.5142857142857143}"
53-3053.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.5942857142857143,""ria_E"":0.3028571428571429,""ria_I"":0.14285714285714285,""ria_R"":0.9285714285714286,""ria_S"":0.4342857142857143}"
53-3054.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6857142857142857,""ria_E"":0.35571428571428576,""ria_I"":0.15714285714285717,""ria_R"":0.8185714285714286,""ria_S"":0.39999999999999997}"
53-4011.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6642857142857144,""ria_E"":0.26999999999999996,""ria_I"":0.4985714285714286,""ria_R"":1,""ria_S"":0.2642857142857143}"
53-4013.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6142857142857142,""ria_E"":0.2957142857142857,""ria_I"":0.2885714285714286,""ria_R"":0.9685714285714286,""ria_S"":0.25142857142857145}"
53-4022.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6071428571428571,""ria_E"":0.20428571428571426,""ria_I"":0.2957142857142857,""ria_R"":1,""ria_S"":0.1742857142857143}"
53-4031.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6957142857142857,""ria_E"":0.5385714285714286,""ria_I"":0.2814285714285714,""ria_R"":0.8285714285714285,""ria_S"":0.2642857142857143}"
53-4041.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6085714285714285,""ria_E"":0.3257142857142857,""ria_I"":0.19571428571428573,""ria_R"":0.8442857142857143,""ria_S"":0.39999999999999997}"
53-5011.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.5657142857142857,""ria_E"":0.3442857142857143,""ria_I"":0.3742857142857143,""ria_R"":0.9957142857142857,""ria_S"":0.17714285714285713}"
53-5021.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6514285714285714,""ria_E"":0.6028571428571429,""ria_I"":0.37714285714285717,""ria_R"":0.8014285714285715,""ria_S"":0.26857142857142857}"
53-5022.00,riasec,"{""ria_A"":0.16,""ria_C"":0.5228571428571429,""ria_E"":0.4557142857142857,""ria_I"":0.31714285714285717,""ria_R"":0.9342857142857143,""ria_S"":0.2842857142857143}"
53-5031.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7014285714285714,""ria_E"":0.5328571428571428,""ria_I"":0.5057142857142857,""ria_R"":0.92,""ria_S"":0.25142857142857145}"
53-6011.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6242857142857143,""ria_E"":0.3685714285714286,""ria_I"":0.34285714285714286,""ria_R"":0.8785714285714287,""ria_S"":0.2557142857142857}"
53-6021.00,riasec,"{""ria_A"":0.16428571428571428,""ria_C"":0.7242857142857143,""ria_E"":0.44571428571428573,""ria_I"":0.14285714285714285,""ria_R"":0.8057142857142857,""ria_S"":0.43285714285714283}"
53-6031.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6242857142857143,""ria_E"":0.3071428571428571,""ria_I"":0.18857142857142858,""ria_R"":0.9142857142857144,""ria_S"":0.2814285714285714}"
53-6032.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.5942857142857143,""ria_E"":0.3,""ria_I"":0.26142857142857145,""ria_R"":0.8728571428571429,""ria_S"":0.2671428571428572}"
53-6041.00,riasec,"{""ria_A"":0.19999999999999998,""ria_C"":0.6385714285714286,""ria_E"":0.27999999999999997,""ria_I"":0.6257142857142857,""ria_R"":0.6957142857142857,""ria_S"":0.2757142857142857}"
53-6051.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.8814285714285715,""ria_E"":0.37714285714285717,""ria_I"":0.41571428571428576,""ria_R"":0.812857142857143,""ria_S"":0.22285714285714286}"
53-6051.01,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.8185714285714286,""ria_E"":0.3657142857142857,""ria_I"":0.5842857142857143,""ria_R"":0.7957142857142857,""ria_S"":0.20285714285714285}"
53-6051.07,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7342857142857142,""ria_E"":0.19285714285714287,""ria_I"":0.5314285714285715,""ria_R"":1,""ria_S"":0.14285714285714285}"
53-6061.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6357142857142858,""ria_E"":0.44,""ria_I"":0.16428571428571428,""ria_R"":0.5371428571428571,""ria_S"":0.6214285714285713}"
53-7011.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7071428571428572,""ria_E"":0.3685714285714286,""ria_I"":0.1942857142857143,""ria_R"":0.8757142857142857,""ria_S"":0.17285714285714285}"
53-7021.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.5628571428571428,""ria_E"":0.18571428571428572,""ria_I"":0.31714285714285717,""ria_R"":1,""ria_S"":0.16999999999999998}"
53-7031.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.49714285714285716,""ria_E"":0.33285714285714285,""ria_I"":0.42714285714285716,""ria_R"":0.9471428571428572,""ria_S"":0.1942857142857143}"
53-7041.00,riasec,"{""ria_A"":0.15285714285714286,""ria_C"":0.4757142857142857,""ria_E"":0.20714285714285713,""ria_I"":0.22142857142857145,""ria_R"":0.9842857142857142,""ria_S"":0.20714285714285713}"
53-7051.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.53,""ria_E"":0.1757142857142857,""ria_I"":0.2542857142857143,""ria_R"":1,""ria_S"":0.15857142857142859}"
53-7061.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.5771428571428572,""ria_E"":0.14285714285714285,""ria_I"":0.16428571428571428,""ria_R"":1,""ria_S"":0.14857142857142858}"
53-7062.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.7057142857142857,""ria_E"":0.2914285714285714,""ria_I"":0.16,""ria_R"":0.8628571428571429,""ria_S"":0.21}"
53-7062.04,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6271428571428571,""ria_E"":0.22714285714285715,""ria_I"":0.2914285714285714,""ria_R"":0.8971428571428571,""ria_S"":0.18285714285714286}"
53-7063.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6414285714285715,""ria_E"":0.14285714285714285,""ria_I"":0.2957142857142857,""ria_R"":0.9942857142857143,""ria_S"":0.14285714285714285}"
53-7064.00,riasec,"{""ria_A"":0.21428571428571427,""ria_C"":0.7728571428571429,""ria_E"":0.3242857142857143,""ria_I"":0.19142857142857145,""ria_R"":0.7985714285714286,""ria_S"":0.19857142857142857}"
53-7065.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.8928571428571429,""ria_E"":0.47000000000000003,""ria_I"":0.14285714285714285,""ria_R"":0.6842857142857143,""ria_S"":0.26857142857142857}"
53-7071.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6900000000000001,""ria_E"":0.21285714285714286,""ria_I"":0.32857142857142857,""ria_R"":0.8957142857142857,""ria_S"":0.21571428571428572}"
53-7072.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6428571428571429,""ria_E"":0.20857142857142857,""ria_I"":0.3242857142857143,""ria_R"":0.9542857142857143,""ria_S"":0.18285714285714286}"
53-7073.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6128571428571429,""ria_E"":0.25285714285714284,""ria_I"":0.32285714285714284,""ria_R"":0.9885714285714285,""ria_S"":0.15857142857142859}"
53-7081.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6471428571428571,""ria_E"":0.1942857142857143,""ria_I"":0.26142857142857145,""ria_R"":1,""ria_S"":0.1842857142857143}"
53-7121.00,riasec,"{""ria_A"":0.14285714285714285,""ria_C"":0.6814285714285714,""ria_E"":0.18571428571428572,""ria_I"":0.28285714285714286,""ria_R"":0.9942857142857143,""ria_S"":0.14285714285714285}"
11-1011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.3085714285714286,""ria_C"":0.71,""ria_E"":0.9942857142857143,""ria_I"":0.43571428571428567,""ria_R"":0.18,""ria_S"":0.5057142857142857,""mot_data"":0.5728571428571428,""mot_ideas"":0.3721428571428571,""apt_verbal"":0.85975,""mot_people"":0.75,""mot_things"":0.44499999999999995,""apt_logical"":0.78,""apt_numerical"":0.661}"
11-1011.03,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.35428571428571426,""ria_C"":0.6414285714285715,""ria_E"":0.9542857142857143,""ria_I"":0.6828571428571429,""ria_R"":0.2914285714285714,""ria_S"":0.5071428571428571,""mot_data"":0.6621428571428571,""mot_ideas"":0.5185714285714286,""apt_verbal"":0.8135000000000001,""mot_people"":0.7307142857142856,""mot_things"":0.4664285714285714,""apt_logical"":0.7456,""apt_numerical"":0.5754999999999999}"
11-1021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.1842857142857143,""ria_C"":0.7628571428571428,""ria_E"":1,""ria_I"":0.3385714285714286,""ria_R"":0.31428571428571433,""ria_S"":0.4828571428571428,""mot_data"":0.5507142857142857,""mot_ideas"":0.26142857142857145,""apt_verbal"":0.78,""mot_people"":0.7414285714285714,""mot_things"":0.5385714285714286,""apt_logical"":0.7156,""apt_numerical"":0.5955}"
11-1031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.38571428571428573,""ria_C"":0.5171428571428571,""ria_E"":0.7885714285714285,""ria_I"":0.4785714285714286,""ria_R"":0.22,""ria_S"":0.5271428571428571,""mot_data"":0.4978571428571429,""mot_ideas"":0.43214285714285716,""apt_verbal"":0.5,""mot_people"":0.6578571428571428,""mot_things"":0.36857142857142855,""apt_logical"":0.5,""apt_numerical"":0.5}"
11-2011.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.5528571428571428,""ria_C"":0.6328571428571428,""ria_E"":1,""ria_I"":0.2414285714285714,""ria_R"":0.14285714285714285,""ria_S"":0.44857142857142857,""mot_data"":0.4371428571428571,""mot_ideas"":0.39714285714285713,""apt_verbal"":0.8009999999999999,""mot_people"":0.7242857142857143,""mot_things"":0.3878571428571428,""apt_logical"":0.7252,""apt_numerical"":0.602}"
11-2021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.35000000000000003,""ria_C"":0.6714285714285715,""ria_E"":1,""ria_I"":0.41428571428571426,""ria_R"":0.14285714285714285,""ria_S"":0.40285714285714286,""mot_data"":0.5428571428571429,""mot_ideas"":0.3821428571428571,""apt_verbal"":0.7842499999999999,""mot_people"":0.7014285714285714,""mot_things"":0.40714285714285714,""apt_logical"":0.73,""apt_numerical"":0.625}"
11-2022.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.1942857142857143,""ria_C"":0.79,""ria_E"":1,""ria_I"":0.23857142857142857,""ria_R"":0.21285714285714286,""ria_S"":0.48142857142857143,""mot_data"":0.5142857142857143,""mot_ideas"":0.21642857142857144,""apt_verbal"":0.79025,""mot_people"":0.7407142857142857,""mot_things"":0.5014285714285714,""apt_logical"":0.7456,""apt_numerical"":0.5805}"
11-2032.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.5242857142857142,""ria_C"":0.6271428571428571,""ria_E"":1,""ria_I"":0.33428571428571424,""ria_R"":0.14285714285714285,""ria_S"":0.5971428571428571,""mot_data"":0.48071428571428565,""mot_ideas"":0.42928571428571427,""apt_verbal"":0.5,""mot_people"":0.7985714285714285,""mot_things"":0.385,""apt_logical"":0.5,""apt_numerical"":0.5}"
11-2033.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.37285714285714283,""ria_C"":0.6885714285714286,""ria_E"":1,""ria_I"":0.3442857142857143,""ria_R"":0.14285714285714285,""ria_S"":0.5371428571428571,""mot_data"":0.5164285714285715,""mot_ideas"":0.35857142857142854,""apt_verbal"":0.8,""mot_people"":0.7685714285714286,""mot_things"":0.4157142857142857,""apt_logical"":0.6903999999999999,""apt_numerical"":0.597}"
11-3012.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.15857142857142859,""ria_C"":0.8957142857142857,""ria_E"":0.9242857142857143,""ria_I"":0.3028571428571429,""ria_R"":0.20285714285714285,""ria_S"":0.5342857142857144,""mot_data"":0.5992857142857143,""mot_ideas"":0.23071428571428573,""apt_verbal"":0.7885,""mot_people"":0.7292857142857143,""mot_things"":0.5492857142857143,""apt_logical"":0.6744,""apt_numerical"":0.5439999999999999}"
11-3013.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.23,""ria_C"":0.7642857142857142,""ria_E"":0.7642857142857142,""ria_I"":0.37142857142857144,""ria_R"":0.5928571428571429,""ria_S"":0.5114285714285715,""mot_data"":0.5678571428571428,""mot_ideas"":0.3007142857142857,""apt_verbal"":0.738,""mot_people"":0.6378571428571429,""mot_things"":0.6785714285714286,""apt_logical"":0.6796000000000001,""apt_numerical"":0.5615}"
11-3013.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.18571428571428572,""ria_C"":0.7757142857142857,""ria_E"":0.8042857142857143,""ria_I"":0.5271428571428571,""ria_R"":0.4842857142857143,""ria_S"":0.39285714285714285,""mot_data"":0.6514285714285715,""mot_ideas"":0.35642857142857143,""apt_verbal"":0.8170000000000002,""mot_people"":0.5985714285714285,""mot_things"":0.63,""apt_logical"":0.8096,""apt_numerical"":0.5225}"
11-3021.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.21,""ria_C"":0.8485714285714286,""ria_E"":0.7271428571428571,""ria_I"":0.6414285714285715,""ria_R"":0.3828571428571429,""ria_S"":0.33571428571428574,""mot_data"":0.7450000000000001,""mot_ideas"":0.4257142857142857,""apt_verbal"":0.7715,""mot_people"":0.5314285714285714,""mot_things"":0.6157142857142858,""apt_logical"":0.7452,""apt_numerical"":0.6200000000000001}"
11-3031.00,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.22714285714285715,""ria_C"":0.7942857142857143,""ria_E"":1,""ria_I"":0.3514285714285714,""ria_R"":0.1942857142857143,""ria_S"":0.4342857142857143,""mot_data"":0.5728571428571428,""mot_ideas"":0.28928571428571426,""apt_verbal"":0.78275,""mot_people"":0.7171428571428571,""mot_things"":0.4942857142857143,""apt_logical"":0.7304,""apt_numerical"":0.7115}"
11-3031.01,profile_v1,"{""bf_A"":0.5,""bf_C"":0.5,""bf_E"":0.5,""bf_N"":0.5,""bf_O"":0.5,""ria_A"":0.16714285714285712,""ria_C"":0.92,""ria_E"":0.8785714285714287,""ria_I"":0.31428571428571433,""ria_R"":0.14285714285714285,""ria_S"":0.3828571428571429,""mot_data"":0.6171428571428572,""mot_ideas"":0.24071428571428571,""apt_verbal"":0.8015000000000001,""mot_people"":0.6307142857142858,""mot_things"":0.5314285714285715,""apt_logical"":0.7548,""apt_numerical"":0.765}"
